symbol,bucket_start_ms,bbo_updates,avg_spread_bps,max_spread_bps,avg_top_bid_notional,avg_top_ask_notional,first_mid,last_mid,first_order_id,last_order_id,mid_return_bps,bbo_churn_per_min,order_id_delta,top_depth_notional,trade_count,trade_qty,signed_trade_qty,trade_notional,liquidation_count,liquidation_notional,abs_trade_imbalance,mark_oracle_basis_bps,mid_oracle_basis_bps,funding,next_funding,open_interest,price_updates,mark_oracle_basis_abs_bps,book_updates,avg_book_spread_bps,avg_bid_depth_l5,avg_ask_depth_l5,avg_bid_orders_l5,avg_ask_orders_l5,first_book_nonce,last_book_nonce,realized_vol_bps,toxicity_score
2Z,1777584660000,14.0,12.232415902141025,12.232415902141025,282.2268142857143,583.9818857142857,0.08174999999999999,0.08174999999999999,8207561140.0,8207571018.0,0.0,14.0,9878.0,866.2086999999999,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-16.961768905050732,-24.2833957705391,-3.311e-05,-4.519e-05,1095206.0,19,16.961768905050732,213.0,12.232415902141025,261106.60093896714,191906.62441314553,14.140845070422536,11.727699530516432,8207546295.0,8207571741.0,6.969457795548743,0.5363697705802969
2Z,1777584720000,3.0,12.232415902141023,12.232415902141025,284.56109999999995,639.4578666666666,0.08174999999999999,0.08174999999999999,8207571919.0,8207579869.0,0.0,3.0,7950.0,924.0189666666665,1.0,1.0,-1.0,0.0817,0.0,0.0,1.0,-17.937985820448617,-24.2833957705391,-3.311e-05,-4.47e-05,1095206.0,16,17.937985820448617,178.0,12.232415902141026,265336.80337078654,179471.92134831462,14.432584269662922,10.4438202247191,8207571932.0,8207584462.0,6.969457795548743,0.5568488529014844
2Z,1777584780000,13.0,13.169921441464286,24.44987775061195,3341.5283538461535,893.0958384615385,0.08174999999999999,0.08185,8207585726.0,8207597894.0,12.232415902142524,13.0,12168.0,4234.624192307692,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-14.396739992434771,-25.987335749056403,-3.311e-05,-4.398e-05,1095206.0,19,14.396739992434771,218.0,12.287979422407222,270584.5504587156,213524.2752293578,14.825688073394495,13.252293577981652,8207571932.0,8207597950.0,6.974042620095445,0.5328160143949617
2Z,1777584840000,17.0,16.53479101895565,24.44987775061195,7056.790547058823,862.6527,0.08185,0.0818,8207598302.0,8207611368.0,-6.108735491754391,17.0,13066.0,7919.443247058823,2.0,2.0,0.0,0.1637,0.0,0.0,0.0,-11.224439998047298,-20.00878434434599,-3.311e-05,-4.097e-05,1095206.0,19,11.224439998047298,213.0,15.376073669848479,244923.441314554,196333.0985915493,12.55868544600939,12.230046948356808,8207597894.0,8207611452.0,6.971749182011093,0.5451979307242465
2Z,1777584900000,7.0,22.704526057973247,24.44987775061195,10103.477185714286,2104.5140857142856,0.0818,0.0818,8207611999.0,8207623568.0,0.0,7.0,11569.0,12207.991271428571,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-13.176677281211887,-19.88702219294029,-3.311e-05,-3.825e-05,1095206.0,19,13.176677281211887,215.0,24.44987775061195,246707.69302325582,217384.73023255813,12.832558139534884,13.604651162790697,8207608906.0,8207612675.0,6.697924226159452,0.5180499325236166
2Z,1777584960000,5.0,22.006385380917767,24.44987775061195,10849.743659999998,3612.7891600000003,0.08174999999999999,0.0818,8207624559.0,8207637716.0,6.116207951072372,5.0,13157.0,14462.532819999999,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.00677134804706,-19.88702219294029,-3.311e-05,-3.735e-05,1095206.0,15,15.00677134804706,180.0,24.44987775061195,257558.30555555556,251635.52222222224,13.716666666666667,13.877777777777778,8207611371.0,8207634819.0,6.971256601068538,0.5966711650922177
2Z,1777585020000,2.0,18.341146826376487,24.44987775061195,9688.7213,3230.0131,0.08174999999999999,0.0818,8207638717.0,8207638718.0,6.116207951072372,2.0,1.0,12918.7344,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-14.396564345321497,-20.00878434434599,-3.311e-05,-3.727e-05,1095206.0,14,14.396564345321497,150.0,24.44987775061195,281755.93333333335,260379.30666666667,15.42,14.373333333333333,8207638500.0,8207638070.0,6.970928796540211,0.5598178137651821
2Z,1777585080000,5.0,22.006385380917767,24.44987775061195,10463.596779999998,5167.97188,0.0818,0.0818,8207652732.0,8207657141.0,0.0,5.0,4409.0,15631.568659999997,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-14.884583475671894,-20.00878434434599,-3.311e-05,-3.718e-05,1095206.0,18,14.884583475671894,213.0,24.44987775061195,266847.20657276997,270091.74178403756,14.44131455399061,15.183098591549296,8207638500.0,8207660155.0,5.114507707395254,0.4873256860098965
2Z,1777585140000,18.0,21.056138348258916,24.44987775061195,7300.852705555556,8426.74701111111,0.0818,0.08174999999999999,8207665319.0,8207670078.0,-6.112469437653534,18.0,4759.0,15727.599716666668,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-16.714655214484193,-26.10902347371919,-3.311e-05,-3.732e-05,1095206.0,14,16.714655214484193,155.0,17.277045310541922,274862.9612903226,250810.63225806452,15.154838709677419,14.109677419354838,8207652609.0,8207676235.0,5.115846290745124,0.552485380116959
2Z,1777585200000,32.0,19.868329557435352,24.44987775061195,4479.2842,8223.96899375,0.08174999999999999,0.08174999999999999,8207678886.0,8207686249.0,0.0,32.0,7363.0,12703.25319375,3.0,3.0,1.0,0.2453,0.0,0.0,0.3333333333333333,-15.86120227913338,-25.743951391515825,-3.311e-05,-3.729e-05,1095180.0,20,15.86120227913338,239.0,15.504037484995163,259105.14644351465,225747.3849372385,13.774058577405858,11.497907949790795,8207677416.0,8207676478.0,5.115846290745124,0.589293747188484
2Z,1777585260000,21.0,20.37739046778831,24.44987775061195,4275.8512,8670.183261904764,0.0818,0.08174999999999999,8207691243.0,8207699771.0,-6.112469437653534,21.0,8528.0,12946.034461904765,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-17.57083241818645,-24.892012592429396,-3.311e-05,-3.712e-05,1095180.0,19,17.57083241818645,216.0,16.757401771945073,251110.4537037037,251703.25462962964,13.458333333333334,13.652777777777779,8207690881.0,8207701377.0,5.11539945293419,0.6481893837156995
2Z,1777585320000,20.0,17.73027373395294,24.44987775061195,4564.272625,5965.1669600000005,0.0818,0.08174999999999999,8207701872.0,8207713757.0,-6.112469437653534,20.0,11885.0,10529.439585,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.49801088521735,-17.81661093891187,-3.311e-05,-3.673e-05,1095180.0,15,15.49801088521735,173.0,15.480989572832714,252476.95953757226,245073.92485549132,13.138728323699421,13.0,8207701880.0,8207713958.0,3.3479373930637566,0.6054543409806566
2Z,1777585380000,9.0,17.662398945905878,24.44987775061195,4275.8512,5602.2391777777775,0.0818,0.08174999999999999,8207714022.0,8207726047.0,-6.112469437653534,9.0,12025.0,9878.090377777778,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-17.20729296331579,-23.431207439408084,-3.311e-05,-3.633e-05,1095180.0,16,17.20729296331579,182.0,15.790248198673767,247683.8901098901,239736.1043956044,13.664835164835164,13.285714285714286,8207714025.0,8207713757.0,2.733579434596641,0.555634278002699
2Z,1777585440000,18.0,17.67569957299644,24.479804161565713,7200.163827777778,2009.6896666666669,0.08174999999999999,0.0817,8207728661.0,8207738494.0,-6.116207951070152,18.0,9833.0,9209.853494444445,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-16.963631925799394,-29.28972418843106,-3.311e-05,-3.635e-05,1095180.0,16,16.963631925799394,188.0,15.945719789307022,243224.34574468085,249880.18085106384,12.76063829787234,13.73404255319149,8207713799.0,8207739286.0,2.733997892363185,0.5895524066576698
2Z,1777585500000,76.0,20.754456823505866,24.479804161565713,4688.019497368421,5304.985946052632,0.0817,0.08174999999999999,8207742211.0,8207751885.0,6.11995104039087,76.0,9674.0,9993.005443421054,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-8.305546395026274,-15.02326774394466,-3.311e-05,-3.463e-05,1095180.0,17,8.305546395026274,190.0,16.993315898783703,254560.7052631579,248908.68421052632,14.163157894736843,14.242105263157894,8207727809.0,8207752243.0,5.470922961661954,0.651731893837157
2Z,1777585560000,28.0,19.65871099898516,24.479804161565713,7668.329510714286,4435.807207142857,0.08174999999999999,0.0817,8207755311.0,8207766777.0,-6.116207951070152,28.0,11466.0,12104.136717857142,2.0,2.0,0.0,0.1634,0.0,0.0,0.0,-9.404809888486756,-21.130287152053363,-3.311e-05,-3.271e-05,1095180.0,17,9.404809888486756,198.0,20.76726523806515,275221.07575757575,257154.0404040404,15.232323232323232,14.38888888888889,8207754739.0,8207766812.0,5.471341019978169,0.5453666216824111
2Z,1777585620000,8.0,21.421702478185583,24.479804161565713,14414.068800000001,1661.807875,0.08165,0.0817,8207772375.0,8207780963.0,6.1236987140222965,8.0,8588.0,16075.876675000001,2.0,2.0,2.0,0.1634,0.0,0.0,1.0,-9.771231052971888,-21.130287152053363,-3.311e-05,-3.103e-05,1095180.0,19,9.771231052971888,202.0,24.479804161565713,292841.8613861386,259632.91584158415,16.287128712871286,14.07920792079208,8207768690.0,8207782220.0,6.702364388239282,0.5958164642375169
2Z,1777585680000,5.0,24.479804161565713,24.479804161565713,13984.983360000002,2565.9024,0.0817,0.0817,8207792753.0,8207800109.0,0.0,5.0,7356.0,16550.88576,1.0,1.0,-1.0,0.0816,0.0,0.0,1.0,-9.893371441134164,-21.130287152053363,-3.311e-05,-2.953e-05,1095180.0,13,9.893371441134164,147.0,24.479804161565713,283132.0544217687,245667.1768707483,15.285714285714286,13.07482993197279,8207786804.0,8207800602.0,6.1190166864962805,0.5713675213675213
2Z,1777585740000,3.0,24.479804161565713,24.479804161565713,13859.270400000001,2565.9024,0.0817,0.0817,8207812292.0,8207812298.0,0.0,3.0,6.0,16425.1728,,,,,,,,-10.381425797232646,-21.617792542473524,-3.311e-05,-2.824e-05,1095180.0,16,10.381425797232646,174.0,24.479804161565713,297619.8850574713,259187.11494252874,16.7816091954023,14.25287356321839,8207784289.0,8207800324.0,5.1198725024887635,0.4537112010796221
2Z,1777585800000,11.0,23.367767185791124,24.479804161565713,14551.5648,2300.8109,0.0817,0.0817,8207813396.0,8207819123.0,0.0,11.0,5727.0,16852.3757,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-11.114232324096845,-21.617792542473524,-3.311e-05,-2.703e-05,1095146.0,16,11.114232324096845,185.0,24.479804161565713,287218.14594594593,259293.84864864865,16.394594594594594,14.259459459459459,8207800601.0,8207824765.0,4.327460988228147,0.5912280701754385
2Z,1777585860000,14.0,23.606060823457106,24.479804161565713,10808.893371428572,2357.6162214285714,0.08165,0.0817,8207828309.0,8207834905.0,6.1236987140222965,14.0,6596.0,13166.509592857143,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-11.602911720161936,-21.495920660512176,-3.311e-05,-2.587e-05,1095146.0,17,11.602911720161936,197.0,24.479804161565713,285288.0203045685,248290.23350253806,15.781725888324873,13.253807106598984,8207812845.0,8207835236.0,3.354087921035388,0.49743589743589745
2Z,1777585920000,50.0,18.100688389239604,24.479804161565713,4775.943202,4014.946624,0.0817,0.08174999999999999,8207837406.0,8207852158.0,6.11995104039087,50.0,14752.0,8790.889826,2.0,2.0,0.0,0.1634,0.0,0.0,0.0,-13.30404003417527,-21.96997436836319,-3.311e-05,-2.492e-05,1095146.0,17,13.30404003417527,191.0,17.231616886805,263142.51308900525,257255.24607329842,13.968586387434556,14.057591623036648,8207836624.0,8207835161.0,3.35306184013773,0.5410931174089069
2Z,1777585980000,6.0,12.232415902141023,12.232415902141025,3903.2991999999995,609.0691666666667,0.08174999999999999,0.08174999999999999,8207853319.0,8207866144.0,0.0,6.0,12825.0,4512.368366666666,1.0,1.0,-1.0,0.0817,0.0,0.0,1.0,-17.82009032100662,-21.96997436836319,-3.311e-05,-2.458e-05,1095146.0,15,17.82009032100662,169.0,12.232415902141026,253502.1597633136,261835.2426035503,13.023668639053254,13.420118343195266,8207835516.0,8207866150.0,3.35306184013773,0.532276203328835
2Z,1777586040000,24.0,12.232415902141023,12.232415902141025,3964.7103666666662,1090.2167666666667,0.08174999999999999,0.08174999999999999,8207866471.0,8207883671.0,0.0,24.0,17200.0,5054.927133333333,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-15.867203710485184,-21.96997436836319,-3.311e-05,-2.41e-05,1095146.0,19,15.867203710485184,218.0,12.232415902141025,259776.15596330276,249065.05504587156,13.669724770642201,13.885321100917432,8207866305.0,8207883833.0,3.35306184013773,0.5952991452991453
2Z,1777586100000,8.0,12.232415902141025,12.232415902141025,3980.0971999999997,1491.244675,0.08174999999999999,0.08174999999999999,8207884589.0,8207894385.0,0.0,8.0,9796.0,5471.341875,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.867203710485184,-21.96997436836319,-3.311e-05,-2.418e-05,1095146.0,15,15.867203710485184,173.0,12.232415902141023,270921.75144508673,262982.1965317919,14.595375722543352,14.38150289017341,8207866147.0,8207883542.0,3.35306184013773,0.5436122357174988
2Z,1777586160000,27.0,18.56739611986669,24.44987775061195,5797.82537037037,6015.717885185185,0.08174999999999999,0.08174999999999999,8207897698.0,8207906420.0,0.0,27.0,8722.0,11813.543255555556,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-14.036372513121444,-21.96997436836319,-3.311e-05,-2.389e-05,1095146.0,18,14.036372513121444,198.0,14.392068249092956,269900.0909090909,255436.92424242425,14.767676767676768,13.757575757575758,8207883832.0,8207906424.0,2.736925309056908,0.6013945119208277
2Z,1777586220000,16.0,16.813964095317623,24.44987775061195,4989.61814375,5277.96024375,0.08174999999999999,0.08174999999999999,8207909650.0,8207913636.0,0.0,16.0,3986.0,10267.5783875,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-15.867203710485184,-21.96997436836319,-3.311e-05,-2.339e-05,1095146.0,17,15.867203710485184,199.0,12.232415902141025,265690.1809045226,252377.13567839196,14.261306532663317,13.180904522613066,8207898103.0,8207908497.0,0.0,0.515080971659919
2Z,1777586280000,4.0,12.232415902141025,12.232415902141025,3980.2605999999996,299.44935,0.08174999999999999,0.08174999999999999,8207921964.0,8207925625.0,0.0,4.0,3661.0,4279.7099499999995,2.0,167.0,167.0,13.660599999999999,0.0,0.0,1.0,-16.354626894818892,-22.457099616765152,-3.311e-05,-2.302e-05,1095146.0,19,16.354626894818892,223.0,12.232415902141025,163821.8340807175,166878.3452914798,12.327354260089686,12.062780269058296,8207908550.0,8207919066.0,0.0,0.4330634278002699
2Z,1777586340000,3.0,12.232415902141023,12.232415902141025,92.32099999999998,2122.4646,0.08174999999999999,0.08174999999999999,8207937421.0,8207941465.0,0.0,3.0,4044.0,2214.7855999999997,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.501605087456165,-21.604599216375142,-3.311e-05,-2.325e-05,1095146.0,14,15.501605087456165,151.0,12.232415902141025,118632.69536423842,161118.88079470198,10.225165562913908,11.2317880794702,8207935704.0,8207946428.0,0.0,0.4213337831758885
2Z,1777586400000,46.0,19.68116643767187,48.959608323133125,2651.6150282608696,2155.4627369565214,0.0818,0.0818,8207947309.0,8207969052.0,0.0,46.0,21743.0,4807.077765217391,2.0,2.0,2.0,0.1634,0.0,0.0,1.0,-14.526544513483804,-20.63013464519861,-2.318e-05,-5.786e-05,1095446.0,19,14.526544513483804,214.0,23.216530033056223,183351.15887850468,172994.16355140187,12.574766355140186,12.948598130841122,8207947348.0,8207969052.0,0.0,0.5546333783175889
2Z,1777586460000,6.0,20.377390467788306,24.44987775061195,6274.0698,2254.2974666666664,0.08174999999999999,0.0818,8207972728.0,8207977977.0,6.116207951072372,6.0,5249.0,8528.367266666666,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-10.251903925014737,-16.598320640499566,-2.318e-05,5.63e-06,1095446.0,19,10.251903925014737,213.0,24.44987775061195,128293.19248826291,137830.9765258216,9.0,11.56338028169014,8207969422.0,8207968636.0,2.7352513486245065,0.518735942420153
2Z,1777586520000,21.0,15.129948785198476,24.44987775061195,2626.2099714285714,802.5147000000001,0.0818,0.08185,8207984424.0,8207999883.0,6.112469437653534,21.0,15459.0,3428.7246714285716,2.0,2.0,2.0,0.1638,0.0,0.0,1.0,-6.954866576375598,-13.055626731090205,-2.318e-05,1.5e-05,1095446.0,20,6.954866576375598,238.0,13.96495766452179,246701.9243697479,196834.46638655462,13.571428571428571,12.411764705882353,8207984443.0,8207990443.0,3.3489614879654175,0.5538124156545209
2Z,1777586580000,125.0,12.414624203969337,24.44987775061195,616.017036,11948.7889488,0.08185,0.08174999999999999,8208005915.0,8208018875.0,-12.217470983508782,125.0,12960.0,12564.8059848,2.0,2.0,0.0,0.1636,0.0,0.0,0.0,-16.47526879095889,-23.309454363505047,-2.318e-05,1.138e-05,1095446.0,19,16.47526879095889,223.0,12.282913601943168,268654.81165919284,266740.8923766816,14.47982062780269,14.905829596412556,8208004168.0,8208018901.0,7.483930358494541,0.6012258209626631
2Z,1777586640000,7.0,22.732317485348496,24.479804161565713,13191.456000000002,2148.7691285714286,0.08165,0.0817,8208027258.0,8208035640.0,6.1236987140222965,7.0,8382.0,15340.22512857143,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-18.79355161514728,-29.654760016109627,-2.318e-05,-4.42e-06,1095446.0,19,18.79355161514728,237.0,23.601299518484616,291236.0253164557,256208.16455696203,16.459915611814345,13.717299578059071,8208002351.0,8208018901.0,7.968832306799924,0.5376293297345929
2Z,1777586700000,6.0,22.44106970597896,24.479804161565713,10746.3256,3433.70495,0.08165,0.0817,8208050341.0,8208053975.0,6.1236987140222965,6.0,3634.0,14180.03055,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-19.037623714045537,-29.654760016109627,-2.318e-05,-1.549e-05,1095446.0,19,19.037623714045537,229.0,24.479804161565713,262554.74672489084,264593.135371179,13.87772925764192,14.45414847161572,8208025198.0,8208053976.0,8.200328924073006,0.6206590193432299
2Z,1777586760000,6.0,22.44106970597896,24.479804161565713,6706.3776,6544.340816666667,0.0817,0.0817,8208058545.0,8208070591.0,0.0,6.0,12046.0,13250.718416666667,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-15.63511549219945,-20.398939743730747,-2.318e-05,-2.199e-05,1095446.0,15,15.63511549219945,170.0,24.479804161565713,271181.14705882355,252228.7,14.741176470588234,13.782352941176471,8208041706.0,8208070592.0,7.969981905635936,0.6148110661268555
2Z,1777586820000,8.0,22.95075331987565,24.479804161565713,12218.8554,7834.0473375,0.0817,0.0817,8208073016.0,8208083808.0,0.0,8.0,10792.0,20052.9027375,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-14.170708168925222,-19.423643093612963,-2.318e-05,-2.306e-05,1095446.0,19,14.170708168925222,189.0,24.479804161565713,253280.6984126984,252882.20105820106,13.232804232804233,13.671957671957673,8208073016.0,8208084786.0,7.487753167584707,0.5347503373819164
2Z,1777586880000,21.0,22.722340270227978,24.479804161565713,7244.475585714286,6787.045538095238,0.0817,0.0818,8208086010.0,8208098161.0,12.23990208078396,21.0,12151.0,14031.521123809525,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-13.926385614288346,-19.423643093612963,-2.318e-05,-2.353e-05,1095446.0,19,13.926385614288346,214.0,24.30741258757953,272418.55140186916,249505.18224299065,14.719626168224298,13.47196261682243,8208085496.0,8208098161.0,5.120766724339266,0.555668016194332
2Z,1777586940000,27.0,20.834322597132232,24.479804161565713,6682.263185185185,6193.4675,0.0818,0.0817,8208101723.0,8208113809.0,-12.224938875305957,27.0,12086.0,12875.730685185184,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-10.131217577052151,-21.361000915470807,-2.318e-05,-1.826e-05,1095446.0,15,10.131217577052151,178.0,23.2837140102738,267681.1797752809,270098.63483146066,15.01123595505618,15.00561797752809,8208101426.0,8208113932.0,9.072312072452647,0.5801282051282052
2Z,1777587000000,40.0,18.363600794805453,24.479804161565713,5379.000600000001,5063.98054,0.0817,0.0817,8208114034.0,8208129127.0,0.0,40.0,15093.0,10442.98114,2.0,2.0,2.0,0.1634,0.0,0.0,1.0,-15.154107496394682,-15.398528585046455,-2.318e-05,-1.848e-05,1095416.0,19,15.154107496394682,213.0,14.314846453428943,275956.25821596244,252259.85915492958,15.098591549295774,14.173708920187794,8208113100.0,8208129127.0,8.649628441046511,0.6930499325236167
2Z,1777587060000,7.0,20.98269059114497,24.479804161565713,6795.492957142858,5981.893757142857,0.08165,0.08174999999999999,8208130419.0,8208141873.0,12.247397428044593,7.0,11454.0,12777.386714285716,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-14.160674829401097,-20.38648876301628,-2.318e-05,-1.645e-05,1095416.0,15,14.160674829401097,179.0,21.879799950067735,251297.24022346368,274657.88268156425,11.938547486033519,14.452513966480447,8208113762.0,8208142414.0,10.23706475938424,0.6292847503373818
2Z,1777587120000,23.0,18.075549829670596,24.44987775061195,2266.9050347826087,6219.806708695653,0.08174999999999999,0.0818,8208143510.0,8208148815.0,6.116207951072372,23.0,5305.0,8486.711743478261,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-10.132206990002043,-14.282749612413294,-2.318e-05,-1.339e-05,1095416.0,19,10.132206990002043,211.0,22.191673901842442,242361.8672985782,252777.97630331753,11.123222748815166,14.218009478672986,8208130424.0,8208155637.0,10.23617018554362,0.6637651821862348
2Z,1777587180000,18.0,14.947407424023453,24.44987775061195,5428.443027777777,3896.5168888888893,0.0818,0.08174999999999999,8208155977.0,8208167660.0,-6.112469437653534,18.0,11683.0,9324.959916666667,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-13.428390058108182,-20.264661360417925,-2.318e-05,-1.241e-05,1095416.0,15,13.428390058108182,181.0,14.189909789465096,242280.87845303866,245290.24861878454,11.629834254143647,12.966850828729282,8208155981.0,8208168474.0,9.672357770150906,0.5684435447593342
